,trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
869,6.0,0.718235294117647,0.33283238152489736,2.0,6.0,2.0,0.24666940237084695,0.1468701125683128,0.060869565217391224,0.0
870,6.0,0.9999999999999999,0.6076545436329026,10.0,4.0,0.0,0.12227111087626441,0.19798159075980698,0.43749999999999956,0.0
873,3.0,0.47411764705882353,0.3648932972648032,2.0,4.0,0.0,0.21553716721863664,0.23235043631690624,0.09999999999999999,0.0
875,3.0,0.7611764705882352,0.8284741007915041,8.0,1.0,3.0,0.30742626715494525,0.34684831683860823,0.1866666666666667,0.0
876,2.0,0.3711764705882352,0.8437030357679592,4.0,9.0,1.0,0.12900653573985238,0.660592047506981,0.39999999999999925,0.0
877,3.0,0.7188235294117646,0.17573389439935883,6.0,1.0,5.0,0.16868949653163032,0.07749108031586084,0.26249999999999973,0.0
878,5.0,0.9535294117647058,0.20539024145877172,6.0,10.0,2.0,0.12819562749271476,0.06993255299010846,0.26249999999999973,0.0
880,5.0,0.5370588235294117,0.5689810640216412,1.0,8.0,2.0,0.12050131992935062,0.3251572142443315,0.07777777777777761,0.0
881,5.0,0.45529411764705885,0.7479210499949906,4.0,0.0,0.0,0.25670920279498977,0.4930641403134961,0.17499999999999982,0.0
882,1.0,0.8658823529411764,0.8751628093377418,8.0,10.0,2.0,0.26289677847243714,0.32570524422918934,0.1931034482758617,1.0
883,2.0,0.9099999999999999,0.8447049393848313,3.0,0.0,1.0,0.18801468902595128,0.30031686109122624,0.0954545454545451,0.0
887,3.0,0.16470588235294115,0.6035467388037272,8.0,6.0,5.0,0.21038344730486283,0.8761830929457801,0.93333333333333,0.0
888,2.0,0.08411764705882352,0.17513275222923555,7.0,10.0,0.0,0.320134255468646,0.3814984757265559,0.8166666666666682,0.0
890,1.0,0.5164705882352941,0.31079050195371216,3.0,7.0,3.0,0.4230324363635316,0.1837784055184874,0.07241379310344823,1.0
891,6.0,0.9599999999999999,0.3102895501452761,0.0,5.0,5.0,0.1785102687570147,0.1049931670763953,0.0,0.0
893,3.0,0.7447058823529411,0.3456567478208597,7.0,9.0,2.0,0.1200373990669597,0.14761447155580226,0.4083333333333327,0.0
894,6.0,0.7329411764705882,0.032461677186654644,7.0,1.0,2.0,0.15467116342215761,0.014066892626206454,0.32666666666666655,0.0
895,1.0,0.6170588235294118,0.3434525598637412,6.0,9.0,1.0,0.1437888891309059,0.17365358675452028,0.34999999999999964,0.0
896,3.0,0.5405882352941176,0.29325718865845113,5.0,3.0,4.0,0.048161300380870894,0.16663866679077483,0.8749999999999991,0.0
898,3.0,0.8229411764705882,0.9231539925859135,5.0,2.0,2.0,0.11863751028428723,0.3599603831672936,0.2692307692307692,0.0
899,4.0,0.7852941176470588,0.19186454263099892,6.0,2.0,0.0,0.27806061686834116,0.07807925089791296,0.14999999999999963,0.0
900,1.0,0.71,0.8628393948502155,8.0,3.0,5.0,0.3280087529153744,0.3847266596196218,0.1866666666666667,1.0
902,5.0,0.33999999999999997,0.4723975553551749,7.0,9.0,2.0,0.1817460714088128,0.3975419701831802,0.5444444444444441,0.0
903,1.0,0.3111764705882353,0.060615168820759444,3.0,7.0,1.0,0.40095075966197763,0.05484123329387917,0.11666666666666678,0.0
904,2.0,0.951764705882353,0.4452459673379422,3.0,0.0,3.0,0.21439948602554956,0.1518677929386898,0.08076923076923041,0.0
905,6.0,0.7676470588235293,0.23324316200781486,3.0,3.0,5.0,0.2631188634838394,0.09690205211604719,0.08076923076923041,0.0
906,4.0,0.7170588235294117,0.5024546638613366,5.0,7.0,1.0,0.07998322782730088,0.22204661266126013,0.43749999999999956,0.0
909,3.0,0.31294117647058817,0.8143472597936081,10.0,2.0,1.0,0.5124878589170873,0.7328233518275183,0.3043478260869561,0.0
910,3.0,0.798235294117647,0.31820458871856533,4.0,9.0,2.0,0.29402418417161624,0.12757803899787848,0.093333333333333,0.0
911,2.0,0.3770588235294118,0.10029055204889291,9.0,3.0,5.0,0.3804119014031585,0.07753949253811183,0.31499999999999967,0.0
912,1.0,0.9329411764705883,0.2637010319607254,2.0,4.0,4.0,0.06093825832004925,0.09161951918878965,0.17499999999999982,0.0
914,2.0,0.47882352941176465,0.7494239054202987,0.0,10.0,3.0,0.13408050448623235,0.47314074909579407,0.0,0.0
915,3.0,0.32823529411764707,0.7668570283538725,6.0,1.0,1.0,0.318222775500626,0.6640475632233799,0.27999999999999975,0.0
916,4.0,0.6511764705882352,0.17813846307985173,8.0,0.0,0.0,0.22164221357045355,0.085851884244552,0.29473684210526263,0.0
918,5.0,0.35,0.48381925658751634,1.0,10.0,4.0,0.2808295583301006,0.3976179143889727,0.049999999999999926,0.0
919,1.0,0.26294117647058823,0.27382025849113323,10.0,6.0,1.0,0.7712898267439897,0.282688465007926,0.23333333333333284,1.0
920,6.0,0.45882352941176474,0.8272718164512576,4.0,9.0,5.0,0.20544405857301276,0.5417809458269353,0.21538461538461537,0.0
921,3.0,0.6135294117647059,0.3627892996693719,9.0,1.0,4.0,0.11895560200317554,0.1843675673118247,0.6299999999999993,0.0
922,5.0,0.3664705882352941,0.0684300170323615,0.0,8.0,5.0,0.5891256261406244,0.054182542009555336,0.0,0.0
923,4.0,0.24352941176470586,0.7167618475102696,10.0,3.0,5.0,0.7909551536097924,0.7846761086084242,0.24137931034482768,0.0
924,2.0,0.8570588235294118,0.5873159002103999,9.0,2.0,0.0,0.19918720616976707,0.22064255818253384,0.286363636363636,0.0
925,3.0,0.5399999999999999,0.6091573990582108,5.0,1.0,5.0,0.2632186790710308,0.3464562528103662,0.18421052631578919,0.0
927,5.0,0.7523529411764706,0.07644524596733795,6.0,3.0,3.0,0.076191679025173,0.03234666577789387,0.5249999999999995,0.0
929,2.0,0.8111764705882353,0.8358881875563572,1.0,2.0,2.0,0.010796878286485215,0.3302506955775633,0.34999999999999964,0.0
930,5.0,0.4258823529411765,0.43943492636008424,3.0,0.0,0.0,0.5008700892635082,0.30665059114850324,0.07241379310344823,0.0
932,2.0,0.40647058823529403,0.5565574591724277,7.0,5.0,2.0,0.4664686663536901,0.4039676138598409,0.1884615384615381,0.0
933,1.0,0.20882352941176466,0.46578499148381936,4.0,1.0,3.0,0.5477655612898253,0.5718546009091924,0.15555555555555522,0.0
934,1.0,0.6676470588235294,0.11101092074942392,0.0,0.0,4.0,0.2640451773628256,0.0523191748369104,0.0,0.0
939,5.0,0.5411764705882353,0.9897805831079052,5.0,7.0,3.0,0.13394425455901154,0.5618528860053691,0.34999999999999964,0.0
940,3.0,0.388235294117647,0.6648632401562972,2.0,1.0,5.0,0.31402928004613534,0.5014873082218809,0.08235294117647021,0.0
941,3.0,0.9723529411764705,0.08085362188157501,11.0,6.0,0.0,0.23529884938240303,0.027031167179804198,0.26551724137930993,0.0
942,1.0,0.38,0.15549544133854326,9.0,7.0,1.0,0.33920292870173624,0.11942703516410764,0.34999999999999964,0.0
943,3.0,0.8570588235294118,0.0597134555655746,11.0,7.0,2.0,0.17078192773442982,0.02243048274840871,0.40526315789473666,0.0
947,4.0,0.6152941176470588,0.33724075743913445,0.0,10.0,2.0,0.10585442780477704,0.17094772586485316,0.0,0.0
950,1.0,0.3070588235294117,0.5698827772768261,9.0,2.0,2.0,0.5435015204757938,0.5207012991348805,0.26249999999999973,0.0
952,4.0,0.52,0.5807033363390443,2.0,4.0,2.0,0.21308666918081798,0.34133858530452393,0.093333333333333,0.0
953,1.0,0.8711764705882352,0.3138964031660155,2.0,4.0,3.0,0.12146622927638842,0.11616680065569948,0.09999999999999999,0.0
954,2.0,0.6252941176470588,0.8998096383127944,10.0,7.0,3.0,0.29311018712680975,0.44960308346459604,0.29166666666666663,0.0
956,2.0,0.9547058823529412,0.3713054804127844,9.0,1.0,2.0,0.10232207575477509,0.12628542270284768,0.4846153846153839,0.0
958,4.0,0.8094117647058823,0.6452259292656047,0.0,1.0,4.0,0.28022487068181573,0.2554293573564808,0.0,0.0
961,2.0,0.5905882352941176,0.431519887786795,11.0,2.0,3.0,0.16309873788451973,0.22683073485976887,0.5923076923076916,0.0
962,6.0,0.6011764705882353,0.26780883678990086,6.0,3.0,1.0,0.23865403709206517,0.13858132164791107,0.22105263157894747,0.0
964,3.0,0.27764705882352936,0.9628293758140468,10.0,7.0,0.0,0.21529766259577915,0.9526481288085968,0.7777777777777762,0.0
966,1.0,0.7547058823529411,0.5937280833583811,6.0,5.0,4.0,0.18228599853874536,0.2505041501932964,0.23333333333333284,0.0
968,4.0,0.8647058823529411,0.6387135557559364,8.0,5.0,4.0,0.10358034979132366,0.23800314152028848,0.4666666666666664,0.0
969,5.0,0.8658823529411764,0.20108205590622183,2.0,5.0,4.0,0.0846800887342413,0.07483323232890673,0.13999999999999987,0.0
970,2.0,0.08705882352941174,0.018935978358881878,1.0,4.0,5.0,0.637585517791846,0.040664551767251506,0.05833333333333325,0.0
971,6.0,0.558235294117647,0.6983268209598238,2.0,10.0,1.0,0.31108997590700094,0.38576728879118044,0.060869565217391224,0.0
974,4.0,0.4329411764705883,0.07013325318104399,8.0,8.0,4.0,0.3203874291899009,0.04828740471779964,0.29473684210526263,0.0
975,4.0,0.7082352941176471,0.13004708946999302,4.0,5.0,4.0,0.08098436711774956,0.05811985527455621,0.34999999999999964,0.0
976,5.0,0.4511764705882353,0.9705440336639617,11.0,7.0,1.0,0.15831903274164283,0.6448077013417208,0.7699999999999992,0.0
977,6.0,0.0988235294117647,0.10029055204889291,0.0,7.0,5.0,0.2926047885379308,0.2002664946984533,0.0,0.0
978,1.0,0.6547058823529411,0.571786394148883,4.0,10.0,0.0,0.02714194525005678,0.2742199674618669,0.93333333333333,0.0
980,4.0,0.3223529411764705,0.8009217513275225,9.0,4.0,0.0,0.2787554529797971,0.7037580983416933,0.4846153846153839,0.0
981,6.0,0.6970588235294117,0.14237050395751932,5.0,10.0,3.0,0.23081577861194957,0.06454617556294646,0.16666666666666644,0.0
982,2.0,0.6894117647058823,0.3766155695822063,3.0,10.0,2.0,0.221670176617178,0.1724411839577454,0.10499999999999989,0.0
985,1.0,0.4223529411764706,0.5506462278328825,2.0,7.0,5.0,0.07943224745808648,0.38696551121161427,0.27999999999999975,0.0
986,3.0,0.9835294117647059,0.2559863741108106,8.0,6.0,1.0,0.04091797313516089,0.08469481967231726,0.93333333333333,0.0
988,3.0,0.7252941176470588,0.23434525598637412,6.0,10.0,1.0,0.07906869736109756,0.10250129286773851,0.5249999999999995,0.0
989,2.0,0.16999999999999998,0.12463680993888389,11.0,8.0,5.0,0.42047785150410527,0.17714150858505992,0.6416666666666663,0.0
991,1.0,0.17117647058823526,0.5564572688107405,5.0,8.0,4.0,0.7391118667289658,0.7867721273943076,0.16666666666666644,0.0
992,6.0,0.25764705882352934,0.6031459773569784,2.0,10.0,2.0,0.7043585258768292,0.6324529889300801,0.051851851851851816,0.0
993,4.0,0.9358823529411765,0.29025147780783495,2.0,8.0,0.0,0.14805110677978792,0.10055177886369428,0.07777777777777761,0.0
994,5.0,0.5064705882352941,0.0843602845406272,10.0,0.0,0.0,0.2182385958730371,0.05075380036196357,0.4666666666666664,0.0
995,2.0,0.04999999999999999,0.22001803426510372,1.0,5.0,4.0,0.4085446287116939,0.607920893681148,0.11666666666666678,0.0
996,5.0,0.47235294117647053,0.5752930568079352,5.0,1.0,0.0,0.34504557380988987,0.3674884885975253,0.15909090909090873,0.0
997,2.0,0.8870588235294117,0.8184550646227835,4.0,7.0,0.0,0.11014125095270623,0.29790905469084644,0.21538461538461537,0.0
999,5.0,0.5105882352941177,0.9985973349363794,0.0,9.0,1.0,0.2768491519485951,0.5963658188903818,0.0,0.0
1000,4.0,0.3999999999999999,0.2667067428113416,9.0,0.0,0.0,0.17628085339947042,0.19622767788582407,0.6299999999999993,0.0
1001,6.0,0.906470588235294,0.49594229035166826,10.0,8.0,4.0,0.1707366242600516,0.1769525497672343,0.34999999999999964,0.0
1002,5.0,0.31352941176470583,0.8716561466786897,7.0,2.0,1.0,0.2626142535996752,0.7832102113508537,0.4083333333333327,0.0
1003,2.0,0.4811764705882353,0.44614768059312704,0.0,2.0,4.0,0.2760720237400884,0.28049228994636577,0.0,0.0
1004,4.0,0.9741176470588234,0.3556757839895803,2.0,6.0,5.0,0.04136597440797783,0.11873464921590358,0.23333333333333284,0.0
1005,1.0,0.6341176470588235,0.983368399959924,6.0,9.0,2.0,0.17743097140457129,0.48525686225782017,0.27999999999999975,0.0
1006,5.0,0.7088235294117646,0.4679891794409379,2.0,2.0,2.0,0.13718885892617086,0.20898340882064384,0.10769230769230768,0.0
1007,6.0,0.5311764705882352,0.12002805330127243,5.0,4.0,5.0,0.32533521252863135,0.06926982003019123,0.15217391304347805,0.0
1008,6.0,0.8464705882352941,0.8336839995992387,5.0,6.0,3.0,0.09622862581985647,0.3167905258969396,0.3181818181818182,0.0
1009,2.0,0.7517647058823529,0.6054503556757841,8.0,6.0,5.0,0.08692352470756247,0.25635658403126466,0.6222222222222217,0.0
1010,5.0,0.6464705882352941,0.550345656747821,1.0,7.0,5.0,0.2964887561488062,0.2669422290754956,0.027999999999999973,0.0
1011,2.0,0.74,0.6138663460575094,2.0,6.0,2.0,0.207380905396854,0.26366314556037873,0.06999999999999994,0.0
1012,1.0,0.35764705882352943,0.3228133453561768,5.0,1.0,3.0,0.41815256857838445,0.26064416756924275,0.16666666666666644,0.0
1014,2.0,0.3952941176470588,0.46428213605851126,9.0,5.0,2.0,0.3279247860605957,0.34497121864465263,0.34999999999999964,0.0
1015,2.0,0.3194117647058823,0.9947901011922655,8.0,7.0,3.0,0.12473222312956606,0.8805805561433825,0.93333333333333,0.0
1016,2.0,0.5970588235294118,0.42901512874461484,1.0,4.0,5.0,0.33200956106402874,0.22334915439960165,0.02692307692307692,0.0
1018,4.0,0.45882352941176474,0.6940186354072739,10.0,10.0,0.0,0.3539871392162021,0.45451736778369,0.3181818181818182,0.0
1019,1.0,0.8988235294117647,0.7585412283338344,2.0,2.0,5.0,0.1087035243707242,0.27277173681902156,0.10769230769230768,0.0
1020,5.0,0.7147058823529412,0.3626891093076847,10.0,10.0,0.0,0.18078497526663592,0.16075837461766407,0.4117647058823525,0.0
1022,6.0,0.6311764705882352,0.1371606051497846,1.0,0.0,1.0,0.31557649765453605,0.06797271908972197,0.02692307692307692,0.0
1023,2.0,0.24823529411764703,0.39374812143071847,1.0,10.0,4.0,0.4531053973669,0.4248505513148501,0.041176470588235245,0.0
1024,1.0,0.5111764705882352,0.768560264502555,5.0,5.0,2.0,0.3517424882198156,0.45853227971423305,0.14583333333333295,1.0
1025,1.0,0.19999999999999998,0.4385332131048994,4.0,3.0,0.0,0.7251170677587847,0.5555496543080016,0.12173913043478257,0.0
1029,1.0,0.24705882352941175,0.820158300771466,2.0,0.0,2.0,0.07274677136806723,0.8880820666896011,0.4666666666666664,0.0
1031,5.0,0.3988235294117647,0.4408375914237051,5.0,8.0,0.0,0.23249640370869032,0.3251235276051601,0.2692307692307692,0.0
1032,6.0,0.5423529411764706,0.3508666466285944,1.0,5.0,1.0,0.4192539312177039,0.19880297612494605,0.023333333333333286,0.0
1033,6.0,0.6964705882352941,0.305380222422603,0.0,9.0,5.0,0.21956412327293642,0.1385492711162745,0.0,0.0
1036,1.0,0.546470588235294,0.8914938382927564,10.0,2.0,3.0,0.4022402845949474,0.5017645478749165,0.24137931034482768,1.0
1037,6.0,0.32705882352941174,0.7452159102294361,9.0,5.0,1.0,0.6474696352759125,0.6471878337952209,0.20999999999999977,0.0
1038,3.0,0.40588235294117647,0.3649934876264904,11.0,0.0,2.0,0.37547753753905516,0.26525802462403203,0.36666666666666636,0.0
1039,5.0,0.056470588235294106,0.21370604147880978,0.0,0.0,0.0,0.5870172779638366,0.5618714257137554,0.0,0.0
1040,4.0,0.5494117647058824,0.48882877467187663,3.0,2.0,2.0,0.18853633807413817,0.2738455053722091,0.14999999999999963,0.0
1041,1.0,0.4523529411764706,0.1229335737902014,2.0,2.0,1.0,0.1412404381616795,0.08151536364865247,0.15555555555555522,0.0
1042,3.0,0.1776470588235294,0.32551848512173137,7.0,2.0,0.0,0.37285519795840777,0.448596554697056,0.44545454545454477,0.0
1043,5.0,0.37411764705882344,0.5852119026149686,11.0,9.0,5.0,0.5201754938167154,0.45522617958601147,0.2851851851851846,0.0
1044,2.0,0.906470588235294,0.252279330728384,6.0,4.0,1.0,0.1707366242600516,0.09001106558689617,0.20999999999999977,0.0
1045,6.0,0.7058823529411764,0.2369502053902415,2.0,4.0,3.0,0.09255181329581247,0.10621125589402844,0.15555555555555522,0.0
1046,5.0,0.5499999999999999,0.5420298567277829,11.0,10.0,5.0,0.3294002711672768,0.30336256867860434,0.32083333333333275,0.0
1047,4.0,0.39941176470588236,0.9392846408175536,2.0,4.0,2.0,0.45495160623773767,0.6918418992154822,0.055999999999999946,0.0
1051,2.0,0.7788235294117647,0.27101492836389146,7.0,1.0,1.0,0.2595638781796298,0.11112352012118984,0.1884615384615381,0.0
1052,2.0,0.9794117647058823,0.8412984670874664,8.0,9.0,4.0,0.1080878722123382,0.279451362719464,0.39999999999999925,0.0
1054,6.0,0.13176470588235292,0.01212303376415189,0.0,6.0,2.0,0.41442720332767036,0.020500877702578628,0.0,0.0
1055,5.0,0.34058823529411764,0.5282035868149485,1.0,10.0,0.0,0.20265451715248348,0.44387376180223614,0.06999999999999994,0.0
1056,4.0,0.5558823529411765,0.9272617974150889,5.0,5.0,4.0,0.08869876873665292,0.5141342676704502,0.4999999999999993,0.0
1057,3.0,0.668235294117647,0.6504358280733396,2.0,5.0,5.0,0.1688912317480731,0.3062746159893086,0.093333333333333,0.0
1058,2.0,0.36705882352941177,0.07484220018034267,4.0,10.0,5.0,0.19003230406919477,0.05917751178880118,0.27999999999999975,0.0
1059,5.0,0.16882352941176468,0.24115820058110413,9.0,5.0,2.0,0.8182138800779685,0.3442934574350638,0.2739130434782606,0.0
1062,1.0,0.3747058823529411,0.043883378418996095,2.0,7.0,1.0,0.5782201402912923,0.03412612282975242,0.04666666666666664,1.0
1064,3.0,0.19764705882352937,0.41098086364091785,4.0,10.0,2.0,0.3772422777037629,0.5251106534060034,0.23333333333333284,0.0
1065,6.0,0.6647058823529411,0.9650335637711653,6.0,9.0,5.0,0.24128078029308148,0.45657027034443154,0.19999999999999998,0.0
1066,2.0,0.19470588235294115,0.3735096683699029,0.0,1.0,1.0,0.5116042801007001,0.48240703228075504,0.0,0.0
1067,3.0,0.5064705882352941,0.9410880673279232,9.0,6.0,3.0,0.15761012523417348,0.5659883608134982,0.572727272727272,0.0
1068,2.0,0.806470588235294,0.4035667768760646,3.0,10.0,0.0,0.28118806322410794,0.16029396024443845,0.07241379310344823,1.0
1070,3.0,0.3935294117647058,0.9074241058010221,6.0,1.0,2.0,0.4983421302245889,0.6767309527144553,0.15555555555555522,0.0
1071,1.0,0.2452941176470588,0.40757439134355283,7.0,3.0,1.0,0.5121981697552661,0.44377943628046757,0.257894736842105,0.0
1072,3.0,0.03764705882352941,0.11241358581304481,9.0,1.0,2.0,0.6077376553234825,0.34418639386648786,0.7874999999999992,0.0
1073,3.0,0.19058823529411764,0.33183047790802533,5.0,3.0,0.0,0.7839821765652497,0.4351803703039493,0.14583333333333295,0.0
1076,3.0,0.28764705882352937,0.8910930768460076,1.0,8.0,5.0,0.42740681957711746,0.8574986874962873,0.03888888888888888,0.0
1077,6.0,0.7947058823529412,0.8169522091974754,3.0,3.0,4.0,0.1937949310911738,0.3288682371269204,0.10499999999999989,0.0
1078,2.0,0.4694117647058823,0.6572487726680695,4.0,2.0,0.0,0.4602466973225181,0.4220970596436823,0.09655172413793121,0.0
1079,5.0,0.9217647058823529,0.3376415188858833,9.0,5.0,1.0,0.1237074556984829,0.11862392283654562,0.41999999999999954,0.0
1081,4.0,0.7317647058823529,0.6792906522392548,11.0,7.0,3.0,0.10023354529321034,0.2947345235184765,0.7699999999999992,0.0
1082,5.0,0.42117647058823526,0.5585612664061719,11.0,0.0,3.0,0.29266415944654156,0.3934543205848819,0.45294117647058796,0.0
1083,5.0,0.9241176470588234,0.6368099388838795,3.0,0.0,3.0,0.07922413837117528,0.22320990481714756,0.20999999999999977,0.0
1084,2.0,0.21941176470588233,0.06141669171425709,6.0,6.0,2.0,0.8262074264460912,0.07277722697969448,0.14999999999999963,0.0
1087,4.0,0.7935294117647058,0.838192565875163,9.0,7.0,1.0,0.12295358053114516,0.33787468236389917,0.4846153846153839,0.0
1088,5.0,0.8876470588235293,0.2226229836689711,5.0,0.0,5.0,0.04589107750816759,0.08098000496684789,0.5833333333333325,0.0
1090,6.0,0.8711764705882352,0.033363390441839495,8.0,6.0,5.0,0.1494486003404791,0.012343998517268216,0.32941176470588224,0.0
1091,4.0,0.8464705882352941,0.5526500350666267,5.0,8.0,1.0,0.23030636471039048,0.20999994092941068,0.13999999999999987,0.0
1092,5.0,0.42823529411764705,0.6267909027151589,2.0,8.0,1.0,0.13091312986845544,0.43534370048537524,0.17499999999999982,0.0
1093,2.0,0.9058823529411764,0.9136359082256289,1.0,5.0,3.0,0.11685552939628788,0.3261850981319823,0.049999999999999926,0.0
1094,6.0,0.52,0.9892796312994692,7.0,2.0,1.0,0.09457742213893951,0.5814876676543762,0.6999999999999993,0.0
1095,5.0,0.6923529411764705,0.154393347359984,10.0,4.0,1.0,0.2782644899688541,0.07042489611198394,0.27999999999999975,0.0
1096,6.0,0.09529411764705881,0.2913535717863942,9.0,3.0,0.0,0.4014172772145195,0.5933981057665241,0.7874999999999992,0.0
1098,4.0,0.26117647058823523,0.703336339044184,2.0,4.0,2.0,0.6707642286805928,0.7298048306150057,0.05384615384615377,0.0
1099,2.0,0.9011764705882352,0.6384129846708748,5.0,6.0,4.0,0.036088868615414854,0.22902056337340482,0.6999999999999993,0.0
1100,6.0,0.9870588235294117,0.29886784891293466,6.0,6.0,1.0,0.07399880565080738,0.09855558215460651,0.41999999999999954,0.0
1101,5.0,0.7511764705882352,0.6674681895601644,4.0,0.0,1.0,0.30056930316103964,0.2828164082671463,0.09655172413793121,0.0
1102,1.0,0.8370588235294117,0.37761747319907835,10.0,4.0,2.0,0.13601562169581213,0.14496679547834476,0.4666666666666664,0.0
1105,4.0,0.6870588235294117,0.43222122031860544,1.0,3.0,3.0,0.060331534064771354,0.19851011167735355,0.11666666666666678,0.0
1107,3.0,0.6658823529411765,0.5237952109007115,1.0,7.0,1.0,0.21707451003535444,0.24742513936668303,0.03684210526315784,0.0
1110,6.0,0.8329411764705882,0.8924957419096285,9.0,5.0,0.0,0.2533047394438986,0.3441812421948333,0.23333333333333284,0.0
1111,3.0,0.648235294117647,0.49223524696924165,2.0,4.0,3.0,0.23477251578570354,0.23817591501229882,0.06999999999999994,0.0
1112,5.0,0.668235294117647,0.14597735697825873,6.0,0.0,2.0,0.24009499205638404,0.06874234974384628,0.19999999999999998,0.0
1113,2.0,0.7847058823529411,0.3402464682897506,3.0,10.0,5.0,0.11404246484846225,0.13855764834048007,0.17499999999999982,0.0
1115,5.0,0.7699999999999999,0.7912032862438635,7.0,2.0,4.0,0.17883008995777522,0.3277937209978966,0.27222222222222203,0.0
1116,4.0,0.7458823529411764,0.26500350666265915,2.0,2.0,4.0,0.2810664195390083,0.11300976265561813,0.051851851851851816,0.0
1118,1.0,0.2647058823529411,0.5848111411682198,4.0,1.0,1.0,0.40495028449711246,0.6005627164881859,0.17499999999999982,0.0
1119,5.0,0.5841176470588235,0.1915639715459373,5.0,0.0,5.0,0.08452153296045264,0.10168927302908796,0.4999999999999993,0.0
1120,6.0,0.1452941176470588,0.02354473499649334,9.0,5.0,2.0,0.7864300171380526,0.03727755846392954,0.31499999999999967,0.0
1121,1.0,0.9570588235294116,0.19346758841799422,0.0,7.0,5.0,0.23891366307895145,0.06564771853958862,0.0,1.0
1122,6.0,0.7158823529411764,0.4701933673980564,0.0,2.0,1.0,0.24742841593581272,0.20809817298921995,0.0,0.0
1123,5.0,0.5105882352941177,0.15008516180743414,6.0,1.0,5.0,0.1714927705381167,0.08964774301725296,0.34999999999999964,0.0
1124,3.0,0.8552941176470588,0.028754633804228037,10.0,0.0,1.0,0.19009512756228375,0.01082025034365741,0.33333333333333287,0.0
1127,3.0,0.5952941176470588,0.9382827372006814,1.0,5.0,5.0,0.12242916884639707,0.489746896753001,0.06999999999999994,0.0
1128,5.0,0.5064705882352941,0.8416992285342151,7.0,4.0,1.0,0.20308147821332156,0.506216090439516,0.34999999999999964,0.0
1129,3.0,0.7035294117647058,0.6695721871555959,10.0,1.0,2.0,0.18350401049007076,0.30102788800616975,0.4117647058823525,0.0
1130,4.0,0.17117647058823526,0.6084560665264003,10.0,5.0,1.0,0.7391118667289658,0.8602835215272435,0.33333333333333287,0.0
1131,5.0,0.8664705882352941,0.16080553050796514,9.0,1.0,1.0,0.12211752303348972,0.05980622079445272,0.4499999999999997,0.0
1132,4.0,0.6758823529411765,0.21841498847810842,3.0,3.0,3.0,0.2962977518205744,0.10180576647195959,0.08076923076923041,0.0
1133,3.0,0.7541176470588234,0.900110209397856,2.0,4.0,4.0,0.3101145426214223,0.3800399941652892,0.04666666666666664,0.0
1136,5.0,0.7917647058823529,0.8441037972147082,9.0,1.0,2.0,0.08250183535505051,0.3409486903090185,0.6999999999999993,0.0
1137,1.0,0.41647058823529404,0.41819456968239666,10.0,2.0,2.0,0.5105957294692036,0.2973959277356443,0.24137931034482768,1.0
1138,3.0,0.9735294117647059,0.2316401162208196,6.0,7.0,0.0,0.15083779606706524,0.0773688622645154,0.22105263157894747,0.0
1139,1.0,0.8958823529411765,0.36339044183949515,8.0,7.0,5.0,0.2181469567094351,0.13106812570782705,0.22399999999999978,1.0
1140,1.0,0.38117647058823523,0.4023644925358182,0.0,3.0,5.0,0.02948481099895979,0.30818177068910646,0.0,0.0
1141,2.0,0.28294117647058825,0.29215509467989187,10.0,7.0,3.0,0.21199742977786004,0.28485437676599945,0.7777777777777762,0.0
1142,1.0,0.6041176470588235,1.0,10.0,10.0,0.0,0.3284745586797108,0.5151984567013205,0.2692307692307692,1.0
1144,2.0,0.2488235294117647,0.7090471896603548,6.0,0.0,0.0,0.15372508785568975,0.763620305352781,0.6999999999999993,0.0
1146,2.0,0.5435294117647058,0.11622081955715861,11.0,4.0,4.0,0.10489783642516849,0.06573724690664656,0.962499999999999,0.0
1147,1.0,0.40941176470588236,0.8384931369602246,5.0,10.0,4.0,0.15451272150443662,0.6049097273666251,0.38888888888888884,0.0
1148,6.0,0.3423529411764705,0.5606652640016031,1.0,8.0,4.0,0.3704687775858366,0.46916755223698886,0.03888888888888888,0.0
1150,2.0,0.9070588235294117,0.49914838192565886,7.0,2.0,0.0,0.14366702656214492,0.17799003902222832,0.2882352941176468,0.0
1151,2.0,0.9923529411764705,0.5776976254884282,2.0,4.0,1.0,0.19764559223194927,0.18956705795441178,0.055999999999999946,0.0
1152,6.0,0.738235294117647,0.3504658851818456,6.0,6.0,4.0,0.16445598068509726,0.15085637237081592,0.26249999999999973,0.0
1153,2.0,0.9799999999999999,0.3129946899108307,1.0,1.0,3.0,0.15822585678072823,0.1039039650437137,0.03499999999999997,0.0
1155,3.0,0.7970588235294117,0.1686203787195672,0.0,10.0,3.0,0.14265700646624313,0.0676959646821516,0.0,0.0
1157,3.0,0.8458823529411764,0.7486223825268011,9.0,2.0,2.0,0.20170970593309137,0.2846491451174499,0.286363636363636,0.0
1158,3.0,0.7288235294117646,0.6337040376715761,4.0,6.0,5.0,0.18843328567210682,0.27595897059176505,0.15555555555555522,0.0
1159,6.0,0.23999999999999996,0.11902614968440038,3.0,4.0,5.0,0.6603821227073873,0.13181327942853815,0.08749999999999991,0.0
